date,visitor,visit_pts,home,home_pts,night_out,result,pt_spread,,,,,,,,
11/16/16,Memphis,111,LA Clippers,107,1,0,-4,,,,,,,,
11/16/16,Detroit,102,New York,105,1,1,3,,,,,,,,
11/16/16,Houston,103,Okla City,105,0,1,2,,,,,,,,
11/16/16,New Orleans,82,Orlando,89,0,1,7,,,,,,,,
11/16/16,Washington,102,Philadelphia,109,0,1,7,,,,,,,,
11/16/16,San Antonio,110,Sacramento,105,0,0,-5,,,,,,,,
11/16/16,Golden State,127,Toronto,121,0,0,-6,,,,,,,,
11/17/16,Portland,109,Houston,126,0,1,17,,,,,,,,
11/17/16,Milwaukee,73,Miami,96,1,1,23,,,,,,,,
11/17/16,Philadelphia,86,Minnesota,110,0,1,24,,,,,,,,
11/17/16,Chicago,85,Utah,77,0,0,-8,,,,,,,,
11/17/16,New York,112,Washington,119,0,1,7,,,,,,,,
11/18/16,Golden State,104,Boston,88,0,0,-16,,,,,,,,
11/18/16,Atlanta,96,Charlotte,100,0,1,4,,,,,,,,
11/18/16,Detroit,81,Cleveland,104,0,1,23,,,,,,,,
11/18/16,Memphis,80,Dallas,64,0,0,-16,,,,,,,,
11/18/16,Toronto,113,Denver,111,0,0,-2,,,,,,,,
11/18/16,Phoenix,116,Indiana,96,0,0,-20,,,,,,,,
11/18/16,San Antonio,116,LA Lakers,107,1,0,-9,,,,,,,,
11/18/16,Portland,101,New Orleans,113,0,1,12,,,,,,,,
11/18/16,Brooklyn,105,Okla City,124,0,1,19,,,,,,,,
11/18/16,LA Clippers,121,Sacramento,115,0,0,-6,,,,,,,,
11/19/16,Boston,94,Detroit,92,0,0,-2,,,,,,,,
11/19/16,Utah,102,Houston,111,0,1,9,,,,,,,,
11/19/16,Chicago,95,LA Clippers,102,1,1,7,,,,,,,,
11/19/16,Minnesota,71,Memphis,93,0,1,22,,,,,,,,
11/19/16,Golden State,124,Milwaukee,121,0,0,-3,,,,,,,,
11/19/16,Charlotte,116,New Orleans,121,0,1,5,,,,,,,,
11/19/16,Dallas,87,Orlando,95,0,1,8,,,,,,,,
11/19/16,Phoenix,105,Philadelphia,120,0,1,15,,,,,,,,
11/19/16,Miami,114,Washington,111,0,0,-3,,,,,,,,
11/20/16,Portland,129,Brooklyn,109,0,0,-20,,,,,,,,
11/20/16,Utah,91,Denver,105,0,1,14,,,,,,,,
11/20/16,Chicago,118,LA Lakers,110,1,0,-8,,,,,,,,
11/20/16,Atlanta,94,New York,104,1,1,10,,,,,,,,
11/20/16,Indiana,115,Okla City,111,0,0,-4,,,,,,,,
11/20/16,Toronto,99,Sacramento,102,0,1,3,,,,,,,,
11/21/16,Memphis,105,Charlotte,90,0,0,-15,,,,,,,,
11/21/16,Houston,99,Detroit,96,0,0,-3,,,,,,,,
11/21/16,Golden State,120,Indiana,83,0,0,-37,,,,,,,,
11/21/16,Toronto,115,LA Clippers,123,1,1,8,,,,,,,,
11/21/16,Orlando,89,Milwaukee,93,0,1,4,,,,,,,,
11/21/16,Boston,99,Minnesota,93,0,0,-6,,,,,,,,
11/21/16,Miami,94,Philadelphia,101,0,1,7,,,,,,,,
11/21/16,Dallas,91,San Antonio,96,0,1,5,,,,,,,,
11/21/16,Phoenix,101,Washington,106,0,1,5,,,,,,,,
11/22/16,New Orleans,112,Atlanta,94,0,0,-18,,,,,,,,
11/22/16,Chicago,107,Denver,110,0,1,3,,,,,,,,
11/22/16,Okla City,109,LA Lakers,111,1,1,2,,,,,,,,
11/22/16,Portland,103,New York,107,1,1,4,,,,,,,,
11/23/16,Boston,111,Brooklyn,92,0,0,-19,,,,,,,,
11/23/16,San Antonio,119,Charlotte,114,0,0,-5,,,,,,,,
11/23/16,Portland,125,Cleveland,137,0,1,12,,,,,,,,
11/23/16,LA Clippers,124,Dallas,104,0,0,-20,,,,,,,,
11/23/16,Miami,84,Detroit,107,0,1,23,,,,,,,,
11/23/16,LA Lakers,106,Golden State,149,0,1,43,,,,,,,,
11/23/16,Toronto,115,Houston,102,0,0,-13,,,,,,,,
11/23/16,Atlanta,96,Indiana,85,0,0,-11,,,,,,,,
11/23/16,Minnesota,96,New Orleans,117,0,1,21,,,,,,,,
11/23/16,Phoenix,92,Orlando,87,0,0,-5,,,,,,,,
11/23/16,Memphis,104,Philadelphia,99,0,0,-5,,,,,,,,
11/23/16,Okla City,101,Sacramento,116,0,1,15,,,,,,,,
11/23/16,Denver,83,Utah,108,0,1,25,,,,,,,,
11/25/16,San Antonio,109,Boston,103,0,0,-6,,,,,,,,
11/25/16,Dallas,90,Cleveland,128,0,1,38,,,,,,,,
11/25/16,Okla City,132,Denver,129,0,0,-3,,,,,,,,
11/25/16,LA Clippers,97,Detroit,108,0,1,11,,,,,,,,
11/25/16,Brooklyn,97,Indiana,118,0,1,21,,,,,,,,
11/25/16,Golden State,109,LA Lakers,85,1,0,-24,,,,,,,,
11/25/16,Miami,90,Memphis,81,0,0,-9,,,,,,,,
11/25/16,Toronto,105,Milwaukee,99,0,0,-6,,,,,,,,
11/25/16,Charlotte,111,New York,113,1,1,2,,,,,,,,
11/25/16,Washington,94,Orlando,91,0,0,-3,,,,,,,,
11/25/16,Chicago,105,Philadelphia,89,0,0,-16,,,,,,,,
11/25/16,Minnesota,98,Phoenix,85,0,0,-13,,,,,,,,
11/25/16,New Orleans,104,Portland,119,0,1,15,,,,,,,,
11/25/16,Houston,117,Sacramento,104,0,0,-13,,,,,,,,
11/25/16,Atlanta,68,Utah,95,0,1,27,,,,,,,,
11/26/16,New York,102,Charlotte,107,0,1,5,,,,,,,,
11/26/16,Minnesota,102,Golden State,115,0,1,13,,,,,,,,
11/26/16,Memphis,110,Miami,107,1,0,-3,,,,,,,,
11/26/16,Detroit,88,Okla City,106,0,1,18,,,,,,,,
11/26/16,San Antonio,112,Washington,100,0,0,-12,,,,,,,,
11/27/16,Sacramento,122,Brooklyn,105,0,0,-17,,,,,,,,
11/27/16,New Orleans,81,Dallas,91,0,1,10,,,,,,,,
11/27/16,LA Clippers,70,Indiana,91,0,1,21,,,,,,,,
11/27/16,Atlanta,94,LA Lakers,109,1,1,15,,,,,,,,
11/27/16,Milwaukee,104,Orlando,96,0,0,-8,,,,,,,,
11/27/16,Cleveland,112,Philadelphia,108,0,0,-4,,,,,,,,
11/27/16,Denver,120,Phoenix,114,0,0,-6,,,,,,,,
11/27/16,Houston,130,Portland,114,0,0,-16,,,,,,,,
11/28/16,Atlanta,100,Golden State,105,0,1,5,,,,,,,,
11/28/16,Charlotte,104,Memphis,85,0,0,-19,,,,,,,,
11/28/16,Boston,112,Miami,104,1,0,-8,,,,,,,,
11/28/16,Utah,112,Minnesota,103,0,0,-9,,,,,,,,
11/28/16,Okla City,112,New York,103,1,0,-9,,,,,,,,
11/28/16,Philadelphia,95,Toronto,122,0,1,27,,,,,,,,
11/28/16,Sacramento,95,Washington,101,0,1,6,,,,,,,,
11/29/16,LA Clippers,122,Brooklyn,127,0,1,5,,,,,,,,
11/29/16,Detroit,112,Charlotte,89,0,0,-23,,,,,,,,
11/29/16,Cleveland,101,Milwaukee,118,0,1,17,,,,,,,,
11/29/16,LA Lakers,88,New Orleans,105,0,1,17,,,,,,,,
11/29/16,Orlando,95,San Antonio,83,0,0,-12,,,,,,,,
11/29/16,Houston,101,Utah,120,0,1,19,,,,,,,,
11/30/16,Detroit,121,Boston,114,0,0,-7,,,,,,,,
11/30/16,LA Lakers,96,Chicago,90,0,0,-6,,,,,,,,
11/30/16,San Antonio,94,Dallas,87,0,0,-7,,,,,,,,
11/30/16,Miami,106,Denver,98,0,0,-8,,,,,,,,
11/30/16,New York,106,Minnesota,104,0,0,-2,,,,,,,,
11/30/16,Washington,115,Okla City,126,0,1,11,,,,,,,,
11/30/16,Atlanta,107,Phoenix,109,0,1,2,,,,,,,,
11/30/16,Indiana,109,Portland,131,0,1,22,,,,,,,,
11/30/16,Memphis,105,Toronto,120,0,1,15,,,,,,,,
12/1/16,Milwaukee,111,Brooklyn,93,0,0,-18,,,,,,,,
12/1/16,Dallas,87,Charlotte,97,0,1,10,,,,,,,,
12/1/16,LA Clippers,113,Cleveland,94,0,0,-19,,,,,,,,
12/1/16,Houston,132,Golden State,127,0,0,-5,,,,,,,,
12/1/16,Orlando,94,Memphis,95,0,1,1,,,,,,,,
12/1/16,Miami,111,Utah,110,0,0,-1,,,,,,,,
12/2/16,Detroit,121,Atlanta,85,0,0,-36,,,,,,,,
12/2/16,Sacramento,92,Boston,97,0,1,5,,,,,,,,
12/2/16,Cleveland,105,Chicago,111,0,1,6,,,,,,,,
12/2/16,Houston,128,Denver,110,0,0,-18,,,,,,,,
12/2/16,LA Clippers,114,New Orleans,96,0,0,-18,,,,,,,,
12/2/16,Minnesota,114,New York,118,1,1,4,,,,,,,,
12/2/16,Orlando,105,Philadelphia,88,0,0,-17,,,,,,,,
12/2/16,Washington,105,San Antonio,107,0,1,2,,,,,,,,
12/2/16,LA Lakers,80,Toronto,113,0,1,33,,,,,,,,
12/3/16,Minnesota,125,Charlotte,120,0,0,-5,,,,,,,,
12/3/16,Chicago,82,Dallas,107,0,1,25,,,,,,,,
12/3/16,Phoenix,109,Golden State,138,0,1,29,,,,,,,,
12/3/16,LA Lakers,100,Memphis,103,0,1,3,,,,,,,,
12/3/16,Brooklyn,103,Milwaukee,112,0,1,9,,,,,,,,
12/3/16,Boston,107,Philadelphia,106,0,0,-1,,,,,,,,
12/3/16,Miami,92,Portland,99,0,1,7,,,,,,,,
12/3/16,Atlanta,84,Toronto,128,0,1,44,,,,,,,,
12/3/16,Denver,98,Utah,105,0,1,7,,,,,,,,
12/4/16,Orlando,98,Detroit,92,0,0,-6,,,,,,,,
12/4/16,Indiana,111,LA Clippers,102,1,0,-9,,,,,,,,
12/4/16,Sacramento,98,New York,106,1,1,8,,,,,,,,
12/4/16,New Orleans,92,Okla City,101,0,1,9,,,,,,,,
12/5/16,Okla City,102,Atlanta,99,0,0,-3,,,,,,,,
12/5/16,Washington,118,Brooklyn,113,0,0,-5,,,,,,,,
12/5/16,Portland,112,Chicago,110,0,0,-2,,,,,,,,
12/5/16,Charlotte,109,Dallas,101,0,0,-8,,,,,,,,
12/5/16,Indiana,106,Golden State,142,0,1,36,,,,,,,,
12/5/16,Boston,106,Houston,107,0,1,1,,,,,,,,
12/5/16,Utah,107,LA Lakers,101,1,0,-6,,,,,,,,
12/5/16,San Antonio,97,Milwaukee,96,0,0,-1,,,,,,,,
12/5/16,Memphis,110,New Orleans,108,0,0,-2,,,,,,,,
12/5/16,Denver,106,Philadelphia,98,0,0,-8,,,,,,,,
12/5/16,Cleveland,116,Toronto,112,0,0,-4,,,,,,,,
12/6/16,Chicago,91,Detroit,102,0,1,11,,,,,,,,
12/6/16,Philadelphia,91,Memphis,96,0,1,5,,,,,,,,
12/6/16,New York,114,Miami,103,-1,0,-11,,,,,,,,
12/6/16,San Antonio,105,Minnesota,91,0,0,-14,,,,,,,,
12/6/16,Phoenix,105,Utah,112,0,1,7,,,,,,,,
12/6/16,Orlando,124,Washington,116,0,0,-8,,,,,,,,
12/7/16,Miami,95,Atlanta,103,0,1,8,,,,,,,,
12/7/16,Denver,111,Brooklyn,116,0,1,5,,,,,,,,
12/7/16,Detroit,77,Charlotte,87,0,1,10,,,,,,,,
12/7/16,Sacramento,120,Dallas,89,0,0,-31,,,,,,,,
12/7/16,LA Lakers,95,Houston,134,0,1,39,,,,,,,,
12/7/16,Golden State,115,LA Clippers,98,1,0,-17,,,,,,,,
12/7/16,Portland,107,Milwaukee,115,0,1,8,,,,,,,,
12/7/16,Cleveland,126,New York,94,1,0,-32,,,,,,,,
12/7/16,Boston,117,Orlando,87,0,0,-30,,,,,,,,
12/7/16,Indiana,109,Phoenix,94,0,0,-15,,,,,,,,
12/8/16,San Antonio,91,Chicago,95,0,1,4,,,,,,,,
12/8/16,Portland,86,Memphis,88,0,1,2,,,,,,,,
12/8/16,Philadelphia,99,New Orleans,88,0,0,-11,,,,,,,,
12/8/16,Minnesota,110,Toronto,124,0,1,14,,,,,,,,
12/8/16,Golden State,106,Utah,99,0,0,-7,,,,,,,,
12/8/16,Denver,85,Washington,92,0,1,7,,,,,,,,
12/9/16,Toronto,101,Boston,94,0,0,-7,,,,,,,,
12/9/16,Orlando,88,Charlotte,109,0,1,21,,,,,,,,
12/9/16,Miami,84,Cleveland,114,0,1,30,,,,,,,,
12/9/16,Indiana,103,Dallas,111,0,1,8,,,,,,,,
12/9/16,Phoenix,119,LA Lakers,115,1,0,-4,,,,,,,,
12/9/16,Atlanta,114,Milwaukee,110,0,0,-4,,,,,,,,
12/9/16,Detroit,117,Minnesota,90,0,0,-27,,,,,,,,
12/9/16,Houston,102,Okla City,99,0,0,-3,,,,,,,,
12/9/16,New York,103,Sacramento,100,0,0,-3,,,,,,,,
12/10/16,Miami,100,Chicago,105,0,1,5,,,,,,,,
12/10/16,Charlotte,105,Cleveland,116,0,1,11,,,,,,,,
12/10/16,Dallas,87,Houston,109,0,1,22,,,,,,,,
12/10/16,Portland,111,Indiana,118,0,1,7,,,,,,,,
12/10/16,New Orleans,105,LA Clippers,133,1,1,28,,,,,,,,
12/10/16,Golden State,89,Memphis,110,0,1,21,,,,,,,,
12/10/16,Denver,121,Orlando,113,0,0,-8,,,,,,,,
12/10/16,Brooklyn,101,San Antonio,130,0,1,29,,,,,,,,
12/10/16,Sacramento,84,Utah,104,0,1,20,,,,,,,,
12/10/16,Milwaukee,105,Washington,110,0,1,5,,,,,,,,
12/11/16,Philadelphia,97,Detroit,79,0,0,-18,,,,,,,,
12/11/16,New York,118,LA Lakers,112,-1,0,-6,,,,,,,,
12/11/16,Golden State,116,Minnesota,108,0,0,-8,,,,,,,,
12/11/16,Boston,96,Okla City,99,0,1,3,,,,,,,,
12/11/16,New Orleans,120,Phoenix,119,0,0,-1,,,,,,,,
12/12/16,Denver,92,Dallas,112,0,1,20,,,,,,,,
12/12/16,Brooklyn,118,Houston,122,0,1,4,,,,,,,,
12/12/16,Charlotte,94,Indiana,110,0,1,16,,,,,,,,
12/12/16,Portland,120,LA Clippers,121,1,1,1,,,,,,,,
12/12/16,Washington,101,Miami,112,1,1,11,,,,,,,,
12/12/16,LA Lakers,92,Sacramento,116,0,1,24,,,,,,,,
12/12/16,Milwaukee,100,Toronto,122,0,1,22,,,,,,,,
12/13/16,Orlando,131,Atlanta,120,0,0,-11,,,,,,,,
12/13/16,Minnesota,99,Chicago,94,0,0,-5,,,,,,,,
12/13/16,Memphis,86,Cleveland,103,0,1,17,,,,,,,,
12/13/16,Golden State,113,New Orleans,109,0,0,-4,,,,,,,,
12/13/16,New York,111,Phoenix,113,0,1,2,,,,,,,,
12/13/16,Okla City,95,Portland,114,0,1,19,,,,,,,,
12/14/16,LA Lakers,97,Brooklyn,107,0,1,10,,,,,,,,
12/14/16,Detroit,95,Dallas,85,0,0,-10,,,,,,,,
12/14/16,Sacramento,98,Houston,132,0,1,34,,,,,,,,
12/14/16,Cleveland,85,Memphis,93,0,1,8,,,,,,,,
12/14/16,Indiana,89,Miami,95,1,1,6,,,,,,,,
12/14/16,LA Clippers,113,Orlando,108,0,0,-5,,,,,,,,
12/14/16,Toronto,123,Philadelphia,114,0,0,-9,,,,,,,,
12/14/16,Boston,101,San Antonio,108,0,1,7,,,,,,,,
12/14/16,Okla City,89,Utah,109,0,1,20,,,,,,,,
12/14/16,Charlotte,106,Washington,109,0,1,3,,,,,,,,
12/15/16,Portland,120,Denver,132,0,1,12,,,,,,,,
12/15/16,New York,90,Golden State,103,0,1,13,,,,,,,,
12/15/16,Chicago,97,Milwaukee,108,0,1,11,,,,,,,,
12/15/16,Indiana,95,New Orleans,102,0,1,7,,,,,,,,
12/15/16,San Antonio,107,Phoenix,92,0,0,-15,,,,,,,,
12/16/16,Charlotte,88,Boston,96,0,1,8,,,,,,,,
12/16/16,Milwaukee,95,Chicago,69,0,0,-26,,,,,,,,
12/16/16,New Orleans,100,Houston,122,0,1,22,,,,,,,,
12/16/16,Sacramento,96,Memphis,92,0,0,-4,,,,,,,,
12/16/16,LA Clippers,102,Miami,98,-1,0,-4,,,,,,,,
12/16/16,Brooklyn,111,Orlando,118,0,1,7,,,,,,,,
12/16/16,LA Lakers,100,Philadelphia,89,0,0,-11,,,,,,,,
12/16/16,Atlanta,125,Toronto,121,0,0,-4,,,,,,,,
12/16/16,Dallas,100,Utah,103,0,1,3,,,,,,,,
12/16/16,Detroit,108,Washington,122,0,1,14,,,,,,,,
12/17/16,Charlotte,107,Atlanta,99,0,0,-8,,,,,,,,
12/17/16,LA Lakers,108,Cleveland,119,0,1,11,,,,,,,,
12/17/16,New York,114,Denver,127,0,1,13,,,,,,,,
12/17/16,Indiana,105,Detroit,90,0,0,-15,,,,,,,,
12/17/16,Portland,90,Golden State,135,0,1,45,,,,,,,,
12/17/16,Houston,111,Minnesota,109,0,0,-2,,,,,,,,
12/17/16,Phoenix,101,Okla City,114,0,1,13,,,,,,,,
12/18/16,Sacramento,79,Dallas,99,0,1,20,,,,,,,,
12/18/16,Utah,82,Memphis,73,0,0,-9,,,,,,,,
12/18/16,Boston,105,Miami,95,1,0,-10,,,,,,,,
12/18/16,Toronto,109,Orlando,79,0,0,-30,,,,,,,,
12/18/16,Brooklyn,107,Philadelphia,108,0,1,1,,,,,,,,
12/18/16,New Orleans,100,San Antonio,113,0,1,13,,,,,,,,
12/18/16,LA Clippers,110,Washington,117,0,1,7,,,,,,,,
12/19/16,Detroit,82,Chicago,113,0,1,31,,,,,,,,
12/19/16,Dallas,107,Denver,117,0,1,10,,,,,,,,
12/19/16,Washington,105,Indiana,107,0,1,2,,,,,,,,
12/19/16,Phoenix,108,Minnesota,115,0,1,7,,,,,,,,
12/19/16,Atlanta,110,Okla City,108,0,0,-2,,,,,,,,
12/20/16,LA Lakers,113,Charlotte,117,0,1,4,,,,,,,,
12/20/16,Utah,74,Golden State,104,0,1,30,,,,,,,,
12/20/16,San Antonio,102,Houston,100,0,0,-2,,,,,,,,
12/20/16,Denver,102,LA Clippers,119,1,1,17,,,,,,,,
12/20/16,Boston,112,Memphis,109,0,0,-3,,,,,,,,
12/20/16,Orlando,136,Miami,130,1,0,-6,,,,,,,,
12/20/16,Cleveland,114,Milwaukee,108,0,0,-6,,,,,,,,
12/20/16,Indiana,111,New York,118,1,1,7,,,,,,,,
12/20/16,New Orleans,108,Philadelphia,93,0,0,-15,,,,,,,,
12/20/16,Portland,121,Sacramento,126,0,1,5,,,,,,,,
12/20/16,Brooklyn,104,Toronto,116,0,1,12,,,,,,,,
12/21/16,Minnesota,92,Atlanta,84,0,0,-8,,,,,,,,
12/21/16,Washington,107,Chicago,97,0,0,-10,,,,,,,,
12/21/16,Milwaukee,102,Cleveland,113,0,1,11,,,,,,,,
12/21/16,Memphis,98,Detroit,86,0,0,-12,,,,,,,,
12/21/16,Okla City,121,New Orleans,110,0,0,-11,,,,,,,,
12/21/16,Houston,125,Phoenix,111,0,0,-14,,,,,,,,
12/21/16,Dallas,96,Portland,95,0,0,-1,,,,,,,,
12/21/16,Sacramento,94,Utah,93,0,0,-1,,,,,,,,
12/22/16,Golden State,117,Brooklyn,101,0,0,-16,,,,,,,,
12/22/16,Boston,109,Indiana,102,0,0,-7,,,,,,,,
12/22/16,San Antonio,101,LA Clippers,106,1,1,5,,,,,,,,
12/22/16,LA Lakers,107,Miami,115,-1,1,8,,,,,,,,
12/22/16,Orlando,95,New York,106,1,1,11,,,,,,,,
12/23/16,Okla City,117,Boston,112,0,0,-5,,,,,,,,
12/23/16,Chicago,91,Charlotte,103,0,1,12,,,,,,,,
12/23/16,Brooklyn,99,Cleveland,119,0,1,20,,,,,,,,
12/23/16,Atlanta,109,Denver,108,0,0,-1,,,,,,,,
12/23/16,Golden State,119,Detroit,113,0,0,-6,,,,,,,,
12/23/16,Dallas,90,LA Clippers,88,1,0,-2,,,,,,,,
12/23/16,Houston,109,Memphis,115,0,1,6,,,,,,,,
12/23/16,Washington,96,Milwaukee,123,0,1,27,,,,,,,,
12/23/16,Sacramento,109,Minnesota,105,0,0,-4,,,,,,,,
12/23/16,Miami,87,New Orleans,91,0,1,4,,,,,,,,
12/23/16,LA Lakers,90,Orlando,109,0,1,19,,,,,,,,
12/23/16,Philadelphia,116,Phoenix,123,0,1,7,,,,,,,,
12/23/16,San Antonio,110,Portland,90,0,0,-20,,,,,,,,
12/23/16,Toronto,104,Utah,98,0,0,-6,,,,,,,,
12/25/16,Golden State,108,Cleveland,109,0,1,1,,,,,,,,
12/25/16,LA Clippers,102,LA Lakers,111,-1,1,9,,,,,,,,
12/25/16,Boston,119,New York,114,1,0,-5,,,,,,,,
12/25/16,Minnesota,100,Okla City,112,0,1,12,,,,,,,,
12/25/16,Chicago,100,San Antonio,119,0,1,19,,,,,,,,
12/26/16,Charlotte,118,Brooklyn,120,0,1,2,,,,,,,,
12/26/16,Indiana,85,Chicago,90,0,1,5,,,,,,,,
12/26/16,Cleveland,90,Detroit,106,0,1,16,,,,,,,,
12/26/16,Phoenix,115,Houston,131,0,1,16,,,,,,,,
12/26/16,Denver,106,LA Clippers,102,1,0,-4,,,,,,,,
12/26/16,Atlanta,90,Minnesota,104,0,1,14,,,,,,,,
12/26/16,Dallas,104,New Orleans,111,0,1,7,,,,,,,,
12/26/16,Memphis,102,Orlando,112,0,1,10,,,,,,,,
12/26/16,Toronto,95,Portland,91,0,0,-4,,,,,,,,
12/26/16,Philadelphia,100,Sacramento,102,0,1,2,,,,,,,,
12/26/16,Milwaukee,102,Washington,107,0,1,5,,,,,,,,
12/27/16,Memphis,103,Boston,113,0,1,10,,,,,,,,
12/27/16,Houston,123,Dallas,107,0,0,-16,,,,,,,,
12/27/16,Utah,102,LA Lakers,100,1,0,-2,,,,,,,,
12/27/16,Okla City,106,Miami,94,1,0,-12,,,,,,,,
12/28/16,New York,98,Atlanta,102,0,1,4,,,,,,,,
12/28/16,Brooklyn,99,Chicago,101,0,1,2,,,,,,,,
12/28/16,Minnesota,103,Denver,105,0,1,2,,,,,,,,
12/28/16,Milwaukee,119,Detroit,94,0,0,-25,,,,,,,,
12/28/16,Toronto,111,Golden State,121,0,1,10,,,,,,,,
12/28/16,LA Clippers,98,New Orleans,102,0,1,4,,,,,,,,
12/28/16,Charlotte,120,Orlando,101,0,0,-19,,,,,,,,
12/28/16,Sacramento,89,Portland,102,0,1,13,,,,,,,,
12/28/16,Phoenix,98,San Antonio,119,0,1,21,,,,,,,,
12/28/16,Indiana,105,Washington,111,0,1,6,,,,,,,,
12/29/16,Miami,82,Charlotte,91,0,1,9,,,,,,,,
12/29/16,Boston,118,Cleveland,124,0,1,6,,,,,,,,
12/29/16,Dallas,101,LA Lakers,89,1,0,-12,,,,,,,,
12/29/16,Okla City,80,Memphis,114,0,1,34,,,,,,,,
12/29/16,Toronto,91,Phoenix,99,0,1,8,,,,,,,,
12/29/16,Philadelphia,83,Utah,100,0,1,17,,,,,,,,
12/30/16,Detroit,98,Atlanta,105,0,1,7,,,,,,,,
12/30/16,Miami,114,Boston,117,0,1,3,,,,,,,,
12/30/16,Philadelphia,124,Denver,122,0,0,-2,,,,,,,,
12/30/16,Dallas,99,Golden State,108,0,1,9,,,,,,,,
12/30/16,LA Clippers,116,Houston,140,0,1,24,,,,,,,,
12/30/16,Chicago,101,Indiana,111,0,1,10,,,,,,,,
12/30/16,Milwaukee,99,Minnesota,116,0,1,17,,,,,,,,
12/30/16,New York,92,New Orleans,104,0,1,12,,,,,,,,
12/30/16,Portland,94,San Antonio,110,0,1,16,,,,,,,,
12/30/16,Brooklyn,95,Washington,118,0,1,23,,,,,,,,
12/31/16,Milwaukee,116,Chicago,96,0,0,-20,,,,,,,,
12/31/16,Cleveland,121,Charlotte,109,0,0,-12,,,,,,,,
12/31/16,New York,122,Houston,129,0,1,7,,,,,,,,
12/31/16,LA Clippers,88,Okla City,114,0,1,26,,,,,,,,
12/31/16,Memphis,112,Sacramento,98,0,0,-14,,,,,,,,
12/31/16,Phoenix,86,Utah,91,0,1,5,,,,,,,,
1/1/17,San Antonio,112,Atlanta,114,0,1,2,,,,,,,,
1/1/17,Orlando,104,Indiana,117,0,1,13,,,,,,,,
1/1/17,Toronto,123,LA Lakers,114,1,0,-9,,,,,,,,
1/1/17,Detroit,107,Miami,98,1,0,-9,,,,,,,,
1/1/17,Portland,95,Minnesota,89,0,0,-6,,,,,,,,
1/2/17,Utah,101,Brooklyn,89,0,0,-12,,,,,,,,
1/2/17,Charlotte,111,Chicago,118,0,1,7,,,,,,,,
1/2/17,New Orleans,82,Cleveland,90,0,1,8,,,,,,,,
1/2/17,Denver,119,Golden State,127,0,1,8,,,,,,,,
1/2/17,Washington,91,Houston,101,0,1,10,,,,,,,,
1/2/17,Phoenix,98,LA Clippers,109,1,1,11,,,,,,,,
1/2/17,Okla City,94,Milwaukee,98,0,1,4,,,,,,,,
1/2/17,Orlando,115,New York,103,1,0,-12,,,,,,,,
1/3/17,Utah,104,Boston,115,0,1,11,,,,,,,,
1/3/17,Washington,105,Dallas,113,0,1,8,,,,,,,,
1/3/17,Sacramento,120,Denver,113,0,0,-7,,,,,,,,
1/3/17,Indiana,121,Detroit,116,0,0,-5,,,,,,,,
1/3/17,Memphis,102,LA Lakers,116,1,1,14,,,,,,,,
1/3/17,Minnesota,91,Philadelphia,93,0,1,2,,,,,,,,
1/3/17,Miami,90,Phoenix,99,0,1,9,,,,,,,,
1/3/17,Toronto,82,San Antonio,110,0,1,28,,,,,,,,
1/4/17,Okla City,112,Charlotte,123,0,1,11,,,,,,,,
1/4/17,Chicago,106,Cleveland,94,0,0,-12,,,,,,,,
1/4/17,Portland,117,Golden State,125,0,1,8,,,,,,,,
1/4/17,Memphis,106,LA Clippers,115,1,1,9,,,,,,,,
1/4/17,Milwaukee,105,New York,104,1,0,-1,,,,,,,,
1/4/17,Atlanta,111,Orlando,92,0,0,-19,,,,,,,,
1/4/17,Miami,107,Sacramento,102,0,0,-5,,,,,,,,
1/5/17,Phoenix,102,Dallas,95,0,0,-7,,,,,,,,
1/5/17,San Antonio,127,Denver,99,0,0,-28,,,,,,,,
1/5/17,Charlotte,114,Detroit,115,0,1,1,,,,,,,,
1/5/17,Okla City,116,Houston,118,0,1,2,,,,,,,,
1/5/17,Brooklyn,109,Indiana,121,0,1,12,,,,,,,,
1/5/17,Atlanta,99,New Orleans,94,0,0,-5,,,,,,,,
1/5/17,LA Lakers,109,Portland,118,0,1,9,,,,,,,,
1/5/17,Utah,93,Toronto,101,0,1,8,,,,,,,,
1/6/17,Philadelphia,106,Boston,110,0,1,4,,,,,,,,
1/6/17,Cleveland,116,Brooklyn,108,0,0,-8,,,,,,,,
1/6/17,Memphis,128,Golden State,119,0,0,-9,,,,,,,,
1/6/17,Miami,100,LA Lakers,127,-1,1,27,,,,,,,,
1/6/17,New York,116,Milwaukee,111,0,0,-5,,,,,,,,
1/6/17,Houston,100,Orlando,93,0,0,-7,,,,,,,,
1/6/17,LA Clippers,106,Sacramento,98,0,0,-8,,,,,,,,
1/6/17,Minnesota,105,Washington,112,0,1,7,,,,,,,,
1/7/17,New Orleans,108,Boston,117,0,1,9,,,,,,,,
1/7/17,Toronto,118,Chicago,123,0,1,5,,,,,,,,
1/7/17,Atlanta,97,Dallas,82,0,0,-15,,,,,,,,
1/7/17,New York,109,Indiana,123,0,1,14,,,,,,,,
1/7/17,Utah,94,Minnesota,92,0,0,-2,,,,,,,,
1/7/17,Denver,106,Okla City,121,0,1,15,,,,,,,,
1/7/17,Charlotte,85,San Antonio,102,0,1,17,,,,,,,,
1/8/17,Philadelphia,105,Brooklyn,95,0,0,-10,,,,,,,,
1/8/17,Miami,86,LA Clippers,98,-1,1,12,,,,,,,,
